question,answer,subject,predicate,object
石家庄荣真房地产开发有限公司的分红方式是什么？,送股,石家庄荣真房地产开发有限公司,分红方式,送股
邵晓燕的年龄是？,24,邵晓燕,年龄,24
瑞茂通供应链管理股份有限公司的董事是谁？,凌琳,瑞茂通供应链管理股份有限公司,董事,凌琳
北讯集团股份有限公司的董事是谁？,熊平,北讯集团股份有限公司,董事,熊平
纪晓文的年龄？,28,纪晓文,年龄,28
何显峰的年龄是多少？,62,何显峰,年龄,62
邢台县龙冈投资有限公司的董事？,何勇兵,邢台县龙冈投资有限公司,董事,何勇兵
杭州铧璟置业有限公司的违规类型是什么？,无,杭州铧璟置业有限公司,违规类型,无
乐视网信息技术（北京）股份有限公司的收入是多少？,8715543,乐视网信息技术（北京）股份有限公司,收入,8715543
凯迪生态环境科技股份有限公司的监事是？,张自军,凯迪生态环境科技股份有限公司,监事,张自军
北京嘉寓门窗幕墙股份有限公司的分红方式是多少？,转增,北京嘉寓门窗幕墙股份有限公司,分红方式,转增
苏州亘茂置业有限公司的行业大类是？,其他,苏州亘茂置业有限公司,行业大类,其他
河南志强置业有限公司的违规类型是啥？,违规交易,河南志强置业有限公司,违规类型,违规交易
天地源股份有限公司的董事是谁？,袁旺家,天地源股份有限公司,董事,袁旺家
彭小琴的年龄？,58,彭小琴,年龄,58
黄玉荣的年龄是多少？,37,黄玉荣,年龄,37
宝鸡锦灏源置业有限公司的收益是多少？,9966659,宝鸡锦灏源置业有限公司,收益,9966659
浩蓝环保股份有限公司的信用评级是什么？,暂无评级,浩蓝环保股份有限公司,信用评级,暂无评级
中安科股份有限公司的董事是？,于东,中安科股份有限公司,董事,于东
安徽盛运环保（集团）股份有限公司的债券类型是啥？,超短期融资券,安徽盛运环保（集团）股份有限公司,债券类型,超短期融资券
韩金福的年龄是多少？,55,韩金福,年龄,55
杭州夏宇房地产开发有限公司的客户是？,甘肃宏良皮业股份有限公司,杭州夏宇房地产开发有限公司,客户,甘肃宏良皮业股份有限公司
陕西东泰天信置业有限公司的信用评级是多少？,差,陕西东泰天信置业有限公司,信用评级,差
浙江嘉华特种尼龙有限公司的债券类型是什么？,企业债,浙江嘉华特种尼龙有限公司,债券类型,企业债
张爱兰的年龄是？,22,张爱兰,年龄,22
江西长运股份有限公司的董事？,吴明辉,江西长运股份有限公司,董事,吴明辉
上海贸嘉房地产开发有限公司的分红方式？,送股,上海贸嘉房地产开发有限公司,分红方式,送股
许新宜的年龄是？,37,许新宜,年龄,37
薛志刚的年龄是多少？,59,薛志刚,年龄,59
南京惠都企业管理有限公司的行业大类是什么？,证券公司,南京惠都企业管理有限公司,行业大类,证券公司
李美军的年龄是多少？,28,李美军,年龄,28
山西四建集团有限公司的债券类型是什么？,公司债,山西四建集团有限公司,债券类型,公司债
深圳蓝光和骏投资有限公司的信用评级？,优,深圳蓝光和骏投资有限公司,信用评级,优
西浦教育投资管理（太仓）有限公司的分红方式是？,送股,西浦教育投资管理（太仓）有限公司,分红方式,送股
西安市四腾工程有限公司的担保是哪家公司？,瑞茂通供应链管理股份有限公司,西安市四腾工程有限公司,担保,瑞茂通供应链管理股份有限公司
洛阳新强联回转支承股份有限公司的董事是？,潘忠,洛阳新强联回转支承股份有限公司,董事,潘忠
沈伟的年龄多大？,32,沈伟,年龄,32
义乌市天然气有限公司的信用评级是什么？,差,义乌市天然气有限公司,信用评级,差
滕卫恒的年龄多大？,20,滕卫恒,年龄,20
金正大生态工程集团股份有限公司的违规类型？,未依法履行其他职责,金正大生态工程集团股份有限公司,违规类型,未依法履行其他职责
华仪电气股份有限公司的债券类型是？,公司债,华仪电气股份有限公司,债券类型,公司债
华仪电气股份有限公司的信用评级是什么？,优,华仪电气股份有限公司,信用评级,优
横店集团控股有限公司的董事是？,徐永安,横店集团控股有限公司,董事,徐永安
德阳经开区发展（控股）集团有限公司的行业大类是多少？,担保公司,德阳经开区发展（控股）集团有限公司,行业大类,担保公司
沈阳机床股份有限公司的违规类型是？,无,沈阳机床股份有限公司,违规类型,无
沈阳机床股份有限公司的监事是？,卢功文,沈阳机床股份有限公司,监事,卢功文
苏州美生美置业有限公司的违规类型是多少？,未依法履行其他职责,苏州美生美置业有限公司,违规类型,未依法履行其他职责
哈尔滨工大高新技术产业开发股份有限公司的董事是？,王明秀,哈尔滨工大高新技术产业开发股份有限公司,董事,王明秀
南京纺织品进出口股份有限公司的董事是谁？,周发亮,南京纺织品进出口股份有限公司,董事,周发亮
汝南县天中投资有限公司的违规类型是？,无,汝南县天中投资有限公司,违规类型,无
固安孔雀洲房地产开发有限公司的客户？,唐山碧兆房地产开发有限公司,固安孔雀洲房地产开发有限公司,客户,唐山碧兆房地产开发有限公司
东莞勤上光电股份有限公司的董事是？,贾茜,东莞勤上光电股份有限公司,董事,贾茜
云尚发展（淄博）有限公司的行业大类是啥？,投资公司,云尚发展（淄博）有限公司,行业大类,投资公司
普开投资（上海）有限公司的违规类型是多少？,未及时披露公司重大事件,普开投资（上海）有限公司,违规类型,未及时披露公司重大事件
徐金苓的年龄多大？,54,徐金苓,年龄,54
李玲的年龄是？,31,李玲,年龄,31
龙岩高岭土股份有限公司的董事是谁？,何伟,龙岩高岭土股份有限公司,董事,何伟
杭州滨讯企业管理有限公司的分红方式是多少？,不分配,杭州滨讯企业管理有限公司,分红方式,不分配
陈素芳的年龄多大？,40,陈素芳,年龄,40
哈尔滨工大高新技术产业开发股份有限公司的董事是谁？,王明秀,哈尔滨工大高新技术产业开发股份有限公司,董事,王明秀
瑞茂通供应链管理股份有限公司的董事是谁？,黄玉荣,瑞茂通供应链管理股份有限公司,董事,黄玉荣
云尚发展（淄博）有限公司的违规类型？,无,云尚发展（淄博）有限公司,违规类型,无
吕清明的年龄是？,42,吕清明,年龄,42
刘延峰的年龄？,45,刘延峰,年龄,45
广东名鳄实业有限公司的收益是多少？,8809513,广东名鳄实业有限公司,收益,8809513
固安孔雀海房地产开发有限公司的违规类型是多少？,信息披露虚假或严重误导性陈述,固安孔雀海房地产开发有限公司,违规类型,信息披露虚假或严重误导性陈述
广州丰泰产业园运营有限公司的债券类型？,超短期融资券,广州丰泰产业园运营有限公司,债券类型,超短期融资券
贵州长征天成控股股份有限公司的董事是？,张再鸿,贵州长征天成控股股份有限公司,董事,张再鸿
周健的年龄是多少？,42,周健,年龄,42
江西祺阳房地产有限公司的收益是多少？,5981448,江西祺阳房地产有限公司,收益,5981448
江西越和置业有限公司的违规类型是啥？,其它信息披露违规,江西越和置业有限公司,违规类型,其它信息披露违规
固安孔雀海房地产开发有限公司的收入是多少？,2850838,固安孔雀海房地产开发有限公司,收入,2850838
上海世茂股份有限公司的董事是？,张玉臣,上海世茂股份有限公司,董事,张玉臣
张夕勇的年龄？,25,张夕勇,年龄,25
南京彧盛置业有限公司的监事是？,程珍,南京彧盛置业有限公司,监事,程珍
荣盛房地产发展股份有限公司的行业大类是？,寿险公司,荣盛房地产发展股份有限公司,行业大类,寿险公司
石家庄市财茂投资开发有限责任公司的债券类型是啥？,定向工具,石家庄市财茂投资开发有限责任公司,债券类型,定向工具
四川升达林业产业股份有限公司的收入是多少？,4932292,四川升达林业产业股份有限公司,收入,4932292
浙江湘旅控股集团有限公司的分红方式是？,不分配,浙江湘旅控股集团有限公司,分红方式,不分配
乐山国有资产投资运营（集团）有限公司的信用评级是啥？,差,乐山国有资产投资运营（集团）有限公司,信用评级,差
东方金钰股份有限公司的董事是？,闪桂林,东方金钰股份有限公司,董事,闪桂林
乔凯峰的年龄是多少？,26,乔凯峰,年龄,26
重庆市四面山旅游（集团）有限公司的客户是哪个公司？,陕西中勉投资有限公司,重庆市四面山旅游（集团）有限公司,客户,陕西中勉投资有限公司
张传晕的年龄是？,33,张传晕,年龄,33
刘佳胜的年龄是？,41,刘佳胜,年龄,41
苏州铧福创盛置业有限公司的债券类型是多少？,可转换债券,苏州铧福创盛置业有限公司,债券类型,可转换债券
重庆广建装饰股份有限公司的董事是？,雷吉波,重庆广建装饰股份有限公司,董事,雷吉波
义乌市天然气有限公司的行业大类是多少？,其他,义乌市天然气有限公司,行业大类,其他
王冬顺的年龄是？,29,王冬顺,年龄,29
河北昊科房地产开发有限责任公司的董事是谁？,熊思远,河北昊科房地产开发有限责任公司,董事,熊思远
朱建派的年龄多大？,27,朱建派,年龄,27
河北诚信有限责任公司的供应商？,大连东霖食品股份有限公司,河北诚信有限责任公司,供应商,大连东霖食品股份有限公司
王议农的年龄是？,37,王议农,年龄,37
曲建奇的年龄是多少？,23,曲建奇,年龄,23
北京凯文德信教育科技股份有限公司的董事？,史永吉,北京凯文德信教育科技股份有限公司,董事,史永吉
泰禾集团股份有限公司的监事？,陈敏杰,泰禾集团股份有限公司,监事,陈敏杰
荣盛房地产发展股份有限公司的债券类型是？,券商专项资产管理,荣盛房地产发展股份有限公司,债券类型,券商专项资产管理
北汽福田汽车股份有限公司的监事是谁？,徐振平,北汽福田汽车股份有限公司,监事,徐振平
华昌达智能装备集团股份有限公司的监事是谁？,吴联生,华昌达智能装备集团股份有限公司,监事,吴联生
宜宾中卉发展股份有限公司的行业大类是啥？,金融控股集团,宜宾中卉发展股份有限公司,行业大类,金融控股集团
北京万邦达环保技术股份有限公司的董事是？,李继富,北京万邦达环保技术股份有限公司,董事,李继富
广州粤泰集团股份有限公司的行业大类？,其他,广州粤泰集团股份有限公司,行业大类,其他
江苏宏图高科技股份有限公司的董事是？,辛克侠,江苏宏图高科技股份有限公司,董事,辛克侠
山东和骏置业有限公司的信用评级是？,优,山东和骏置业有限公司,信用评级,优
